date,unidad
2018-12-21,110
2018-12-22,7
2018-12-23,37
2018-12-24,8
2018-12-25,6
2018-12-26,81
2018-12-27,429
2018-12-28,129
2018-12-29,4
2018-12-30,38
2018-12-31,189
2019-01-01,109
2019-01-02,282
2019-01-03,332
2019-01-04,83
2019-01-05,1
2019-01-06,274
2019-01-07,245
2019-01-08,522
2019-01-09,452
2019-01-10,347
2019-01-11,292
2019-01-12,32
2019-01-13,30
2019-01-14,261
2019-01-15,366
2019-01-16,445
2019-01-17,135
2019-01-18,264
2019-01-19,2
2019-01-20,204
2019-01-21,403
2019-01-22,355
2019-01-23,390
2019-01-24,236
2019-01-25,273
2019-01-26,10
2019-01-27,136
2019-01-28,189
2019-01-29,332
2019-01-30,335
2019-01-31,298
2019-02-01,228
2019-02-02,9
2019-02-03,196
2019-02-04,336
2019-02-05,280
2019-02-06,274
2019-02-07,203
2019-02-08,168
2019-02-09,3
2019-02-10,119
2019-02-11,267
2019-02-12,215
2019-02-13,160
2019-02-14,174
2019-02-15,169
2019-02-16,8
2019-02-17,26
2019-02-18,538
2019-02-19,204
2019-02-20,232
2019-02-21,169
2019-02-22,166
2019-02-23,3
2019-02-24,22
2019-02-25,346
2019-02-26,190
2019-02-27,265
2019-02-28,198
2019-03-01,218
2019-03-02,6
2019-03-03,12
2019-03-04,344
2019-03-05,227
2019-03-06,170
2019-03-07,182
2019-03-08,164
2019-03-09,4
2019-03-10,18
2019-03-11,333
2019-03-12,222
2019-03-13,138
2019-03-14,130
2019-03-15,134
2019-03-16,4
2019-03-17,21
2019-03-18,154
2019-03-19,119
2019-03-20,76
2019-03-21,126
2019-03-22,105
2019-03-23,7
2019-03-24,25
2019-03-25,170
2019-03-26,72
2019-03-27,87
2019-03-28,221
2019-03-29,135
2019-03-30,5
2019-03-31,27
2019-04-01,173
2019-04-02,125
2019-04-03,102
2019-04-04,182
2019-04-05,98
2019-04-06,8
2019-04-07,42
2019-04-08,182
2019-04-09,249
2019-04-10,132
2019-04-11,175
2019-04-12,79
2019-04-13,7
2019-04-14,27
2019-04-15,130
2019-04-16,143
2019-04-17,83
2019-04-18,81
2019-04-19,98
2019-04-20,3
2019-04-21,15
2019-04-22,15
2019-04-23,208
2019-04-24,160
2019-04-25,78
2019-04-26,128
2019-04-27,4
2019-04-28,28
2019-04-29,148
2019-04-30,124
2019-05-01,101
2019-05-02,176
2019-05-03,112
2019-05-04,6
2019-05-05,11
2019-05-06,82
2019-05-07,185
2019-05-08,220
2019-05-09,139
2019-05-10,117
2019-05-11,7
2019-05-12,25
2019-05-13,270
2019-05-14,168
2019-05-15,164
2019-05-16,185
2019-05-17,144
2019-05-18,11
2019-05-19,53
2019-05-20,157
2019-05-21,166
2019-05-22,248
2019-05-23,182
2019-05-24,116
2019-05-25,12
2019-05-26,35
2019-05-27,143
2019-05-28,142
2019-05-29,234
2019-05-30,160
2019-05-31,139
2019-06-01,6
2019-06-02,32
2019-06-03,149
2019-06-04,153
2019-06-05,207
2019-06-06,167
2019-06-07,126
2019-06-08,9
2019-06-09,26
2019-06-10,167
2019-06-11,165
2019-06-12,218
2019-06-13,179
2019-06-14,172
2019-06-15,9
2019-06-16,32
2019-06-17,210
2019-06-18,209
2019-06-19,137
2019-06-20,103
2019-06-21,200
2019-06-22,10
2019-06-23,27
2019-06-24,176
2019-06-25,182
2019-06-26,150
2019-06-27,196
2019-06-28,129
2019-06-29,110
2019-06-30,33
2019-07-01,328
2019-07-02,288
2019-07-03,267
2019-07-04,164
2019-07-05,222
2019-07-06,9
2019-07-07,27
2019-07-08,251
2019-07-09,220
2019-07-10,229
2019-07-11,145
2019-07-12,161
2019-07-13,11
2019-07-14,22
2019-07-15,164
2019-07-16,192
2019-07-17,201
2019-07-18,208
2019-07-19,212
2019-07-20,9
2019-07-21,25
2019-07-22,138
2019-07-23,343
2019-07-24,247
2019-07-25,172
2019-07-26,161
2019-07-27,5
2019-07-28,33
2019-07-29,265
2019-07-30,217
2019-07-31,104
2019-08-01,318
2019-08-02,226
2019-08-03,1
2019-08-04,43
2019-08-05,300
2019-08-06,229
2019-08-07,479
2019-08-08,212
2019-08-09,183
2019-08-10,4
2019-08-11,23
2019-08-12,241
2019-08-13,262
2019-08-14,262
2019-08-15,73
2019-08-16,86
2019-08-17,2
2019-08-18,6
2019-08-19,257
2019-08-20,249
2019-08-21,297
2019-08-22,389
2019-08-23,187
2019-08-24,7
2019-08-25,45
2019-08-26,273
2019-08-27,261
2019-08-28,569
2019-08-29,310
2019-08-30,321
2019-08-31,6
2019-09-01,60
2019-09-02,547
2019-09-03,802
2019-09-04,444
2019-09-05,616
2019-09-06,246
2019-09-07,1
2019-09-08,30
2019-09-09,337
2019-09-10,247
2019-09-11,468
2019-09-12,338
2019-09-13,338
2019-09-14,5
2019-09-15,40
2019-09-16,306
2019-09-17,472
2019-09-18,168
2019-09-19,433
2019-09-20,277
2019-09-21,8
2019-09-22,42
2019-09-23,260
2019-09-24,511
2019-09-25,575
2019-09-26,451
2019-09-27,357
2019-09-28,5
2019-09-29,41
2019-09-30,392
2019-10-01,597
2019-10-02,350
2019-10-03,994
2019-10-04,459
2019-10-05,8
2019-10-06,41
2019-10-07,342
2019-10-08,440
2019-10-09,360
2019-10-10,458
2019-10-11,284
2019-10-12,14
2019-10-13,25
2019-10-14,306
2019-10-15,419
2019-10-16,452
2019-10-17,289
2019-10-18,315
2019-10-19,4
2019-10-20,58
2019-10-21,282
2019-10-22,345
2019-10-23,639
2019-10-24,349
2019-10-25,365
2019-10-26,4
2019-10-27,69
2019-10-28,378
2019-10-29,336
2019-10-30,697
2019-10-31,340
2019-11-01,83
2019-11-02,2
2019-11-03,58
2019-11-04,413
2019-11-05,478
2019-11-06,519
2019-11-07,399
2019-11-08,373
2019-11-09,9
2019-11-10,43
2019-11-11,272
2019-11-12,319
2019-11-13,557
2019-11-14,352
2019-11-15,288
2019-11-16,6
2019-11-17,97
2019-11-18,366
2019-11-19,387
2019-11-20,631
2019-11-21,323
2019-11-22,408
2019-11-23,14
2019-11-24,71
2019-11-25,536
2019-11-26,563
2019-11-27,676
2019-11-28,587
2019-11-29,448
2019-11-30,8
2019-12-01,89
2019-12-02,1154
2019-12-03,1045
2019-12-04,823
2019-12-05,963
2019-12-06,840
2019-12-07,15
2019-12-08,94
2019-12-09,753
2019-12-10,264
2019-12-11,495
2019-12-12,259
2019-12-13,248
2019-12-14,17
2019-12-15,54
2019-12-16,453
2019-12-17,291
2019-12-18,324
2019-12-19,238
2019-12-20,279
2019-12-21,15
2019-12-22,48
2019-12-23,313
2019-12-24,38
2019-12-25,18
2019-12-26,47
2019-12-27,278
2019-12-28,24
2019-12-29,41
2019-12-30,439
2019-12-31,23
2020-01-01,16
2020-01-02,202
2020-01-03,463
2020-01-04,11
2020-01-05,59
2020-01-06,111
2020-01-07,262
2020-01-08,423
2020-01-09,513
2020-01-10,308
2020-01-11,24
2020-01-12,54
2020-01-13,347
2020-01-14,516
2020-01-15,455
2020-01-16,309
2020-01-17,315
2020-01-18,29
2020-01-19,77
2020-01-20,401
2020-01-21,502
2020-01-22,353
2020-01-23,320
2020-01-24,281
2020-01-25,13
2020-01-26,97
2020-01-27,315
2020-01-28,350
2020-01-29,429
2020-01-30,266
2020-01-31,230
2020-02-01,9
2020-02-02,54
2020-02-03,295
2020-02-04,357
2020-02-05,388
2020-02-06,287
2020-02-07,248
2020-02-08,10
2020-02-09,62
2020-02-10,272
2020-02-11,335
2020-02-12,314
2020-02-13,264
2020-02-14,243
2020-02-15,16
2020-02-16,49
2020-02-17,238
2020-02-18,283
2020-02-19,233
2020-02-20,213
2020-02-21,207
2020-02-22,8
2020-02-23,35
2020-02-24,248
2020-02-25,213
2020-02-26,233
2020-02-27,177
2020-02-28,171
2020-02-29,15
2020-03-01,66
2020-03-02,231
2020-03-03,247
2020-03-04,281
2020-03-05,206
2020-03-06,194
2020-03-07,6
2020-03-08,66
2020-03-09,209
2020-03-10,244
2020-03-11,193
2020-03-12,279
2020-03-13,222
2020-03-14,7
2020-03-15,50
2020-03-16,155
2020-03-17,146
2020-03-18,64
2020-03-19,108
2020-03-20,89
2020-03-21,3
2020-03-22,27
2020-03-23,659
2020-03-24,939
2020-03-25,839
2020-03-26,851
2020-03-27,715
2020-03-28,302
2020-03-29,256
2020-03-30,237
2020-03-31,170
2020-04-01,92
2020-04-02,108
2020-04-03,60
2020-04-04,8
2020-04-05,85
2020-04-06,116
2020-04-07,131
2020-04-08,360
2020-04-09,119
2020-04-10,90
2020-04-11,4
2020-04-12,4
2020-04-13,123
2020-04-14,372
2020-04-15,250
2020-04-16,185
2020-04-17,184
2020-04-18,4
2020-04-19,94
2020-04-20,120
2020-04-21,625
2020-04-22,720
2020-04-23,528
2020-04-24,295
2020-04-25,9
2020-04-26,129
2020-04-27,157
2020-04-28,415
2020-04-29,458
2020-04-30,257
2020-05-01,114
2020-05-02,7
2020-05-03,107
2020-05-04,352
2020-05-05,611
2020-05-06,437
2020-05-07,361
2020-05-08,586
2020-05-09,25
2020-05-10,122
2020-05-11,506
2020-05-12,473
2020-05-13,589
2020-05-14,308
2020-05-15,439
2020-05-16,29
2020-05-17,133
2020-05-18,300
2020-05-19,428
2020-05-20,114
2020-05-21,461
2020-05-22,207
2020-05-23,26
2020-05-24,105
2020-05-25,281
2020-05-26,349
2020-05-27,293
2020-05-28,376
2020-05-29,321
2020-05-30,21
2020-05-31,46
2020-06-01,338
2020-06-02,298
2020-06-03,291
2020-06-04,486
2020-06-05,230
2020-06-06,14
2020-06-07,79
2020-06-08,451
2020-06-09,316
2020-06-10,264
2020-06-11,442
2020-06-12,251
2020-06-13,20
2020-06-14,55
2020-06-15,389
2020-06-16,505
2020-06-17,278
2020-06-18,313
2020-06-19,185
2020-06-20,15
2020-06-21,45
2020-06-22,348
2020-06-23,329
2020-06-24,119
2020-06-25,335
2020-06-26,214
2020-06-27,13
2020-06-28,36
2020-06-29,378
2020-06-30,425
2020-07-01,304
2020-07-02,310
2020-07-03,438
2020-07-04,18
2020-07-05,59
2020-07-06,365
2020-07-07,411
2020-07-08,353
2020-07-09,188
2020-07-10,186
2020-07-11,13
2020-07-12,45
2020-07-13,175
2020-07-14,288
2020-07-15,157
2020-07-16,170
2020-07-17,208
2020-07-18,26
2020-07-19,22
2020-07-20,300
2020-07-21,251
2020-07-22,243
2020-07-23,121
2020-07-24,148
2020-07-25,44
2020-07-26,28
2020-07-27,189
2020-07-28,227
2020-07-29,253
2020-07-30,148
2020-07-31,167
2020-08-01,14
2020-08-02,12
2020-08-03,176
2020-08-04,201
2020-08-05,181
2020-08-06,100
2020-08-07,207
2020-08-08,6
2020-08-09,10
2020-08-10,321
2020-08-11,278
2020-08-12,629
2020-08-13,108
2020-08-14,112
2020-08-15,33
2020-08-16,22
2020-08-17,109
2020-08-18,179
2020-08-19,172
2020-08-20,525
2020-08-21,201
2020-08-22,39
2020-08-23,26
2020-08-24,152
2020-08-25,412
2020-08-26,335
2020-08-27,124
2020-08-28,231
2020-08-29,19
2020-08-30,24
2020-08-31,206
2020-09-01,251
2020-09-02,328
2020-09-03,369
2020-09-04,256
2020-09-05,19
2020-09-06,12
2020-09-07,557
2020-09-08,520
2020-09-09,299
2020-09-10,262
2020-09-11,407
2020-09-12,27
2020-09-13,34
2020-09-14,319
2020-09-15,240
2020-09-16,339
2020-09-17,256
2020-09-18,308
2020-09-19,26
2020-09-20,27
2020-09-21,338
2020-09-22,270
2020-09-23,576
2020-09-24,108
2020-09-25,319
2020-09-26,41
2020-09-27,26
2020-09-28,291
2020-09-29,301
2020-09-30,409
2020-10-01,206
2020-10-02,357
2020-10-03,50
2020-10-04,33
2020-10-05,441
2020-10-06,403
2020-10-07,596
2020-10-08,294
2020-10-09,453
2020-10-10,18
2020-10-11,16
2020-10-12,377
2020-10-13,386
2020-10-14,505
2020-10-15,221
2020-10-16,428
2020-10-17,36
2020-10-18,78
2020-10-19,353
2020-10-20,407
2020-10-21,579
2020-10-22,271
2020-10-23,378
2020-10-24,33
2020-10-25,57
2020-10-26,418
2020-10-27,475
2020-10-28,665
2020-10-29,249
2020-10-30,462
2020-10-31,42
2020-11-01,30
2020-11-02,418
2020-11-03,357
2020-11-04,519
2020-11-05,547
2020-11-06,406
2020-11-07,82
2020-11-08,35
2020-11-09,547
2020-11-10,584
2020-11-11,563
2020-11-12,519
2020-11-13,449
2020-11-14,30
2020-11-15,35
2020-11-16,470
2020-11-17,428
2020-11-18,534
2020-11-19,638
2020-11-20,389
2020-11-21,38
2020-11-22,45
2020-11-23,439
2020-11-24,499
2020-11-25,677
2020-11-26,765
2020-11-27,486
2020-11-28,46
2020-11-29,40
2020-11-30,1312
2020-12-01,1264
2020-12-02,641
2020-12-03,856
2020-12-04,635
2020-12-05,52
2020-12-06,69
2020-12-07,1903
2020-12-08,174
2020-12-09,1376
2020-12-10,1306
2020-12-11,869
2020-12-12,66
2020-12-13,61
2020-12-14,430
2020-12-15,276
2020-12-16,239
2020-12-17,198
2020-12-18,205
2020-12-19,94
2020-12-20,51
2020-12-21,171
2020-12-22,198
2020-12-23,189
2020-12-24,67
2020-12-25,38
2020-12-26,41
2020-12-27,32
2020-12-28,340
2020-12-29,205
2020-12-30,226
2020-12-31,27
2021-01-01,21
2021-01-02,24
2021-01-03,20
2021-01-04,349
2021-01-05,209
2021-01-06,165
2021-01-07,288
2021-01-08,634
2021-01-09,22
2021-01-10,194
2021-01-11,824
2021-01-12,640
2021-01-13,412
2021-01-14,559
2021-01-15,394
2021-01-16,9
2021-01-17,57
2021-01-18,344
2021-01-19,316
2021-01-20,430
2021-01-21,472
2021-01-22,397
2021-01-23,17
2021-01-24,38
2021-01-25,587
2021-01-26,639
2021-01-27,521
2021-01-28,597
2021-01-29,442
2021-01-30,33
2021-01-31,78
2021-02-01,467
2021-02-02,607
2021-02-03,803
2021-02-04,208
2021-02-05,82
2021-02-06,12
2021-02-07,44
2021-02-08,188
2021-02-09,243
2021-02-10,599
2021-02-11,735
2021-02-12,362
2021-02-13,13
2021-02-14,107
2021-02-15,391
2021-02-16,398
2021-02-17,516
2021-02-18,467
2021-02-19,331
2021-02-20,366
2021-02-21,60
2021-02-22,327
2021-02-23,324
2021-02-24,430
2021-02-25,371
2021-02-26,205
2021-02-27,12
2021-02-28,49
2021-03-01,365
2021-03-02,384
2021-03-03,394
2021-03-04,383
2021-03-05,246
2021-03-06,10
2021-03-07,60
2021-03-08,334
2021-03-09,479
2021-03-10,579
2021-03-11,153
2021-03-12,94
2021-03-13,17
2021-03-14,53
2021-03-15,147
2021-03-16,632
2021-03-17,328
2021-03-18,290
2021-03-19,272
2021-03-20,18
2021-03-21,70
2021-03-22,179
2021-03-23,386
2021-03-24,391
2021-03-25,161
2021-03-26,220
2021-03-27,7
2021-03-28,50
2021-03-29,115
2021-03-30,361
2021-03-31,446
2021-04-01,66
2021-04-02,135
2021-04-03,9
2021-04-04,8
2021-04-05,163
2021-04-06,167
2021-04-07,157
2021-04-08,352
2021-04-09,439
2021-04-10,17
2021-04-11,118
2021-04-12,136
2021-04-13,447
2021-04-14,390
2021-04-15,224
2021-04-16,279
2021-04-17,31
2021-04-18,81
2021-04-19,124
2021-04-20,589
2021-04-21,449
2021-04-22,126
2021-04-23,620
2021-04-24,24
2021-04-25,94
2021-04-26,120
2021-04-27,438
2021-04-28,449
2021-04-29,124
2021-04-30,276
2021-05-01,17
2021-05-02,160
2021-05-03,155
2021-05-04,469
2021-05-05,187
2021-05-06,408
2021-05-07,109
2021-05-08,18
2021-05-09,79
2021-05-10,356
2021-05-11,314
2021-05-12,121
2021-05-13,352
2021-05-14,83
2021-05-15,18
2021-05-16,113
2021-05-17,266
2021-05-18,305
2021-05-19,165
2021-05-20,275
2021-05-21,82
2021-05-22,16
2021-05-23,23
2021-05-24,297
2021-05-25,229
2021-05-26,97
2021-05-27,442
2021-05-28,84
2021-05-29,16
2021-05-30,84
2021-05-31,272
2021-06-01,499
2021-06-02,329
2021-06-03,193
2021-06-04,626
2021-06-05,14
2021-06-06,155
2021-06-07,549
2021-06-08,552
2021-06-09,331
2021-06-10,384
2021-06-11,269
2021-06-12,16
2021-06-13,23
2021-06-14,634
2021-06-15,270
2021-06-16,137
2021-06-17,234
2021-06-18,132
2021-06-19,23
2021-06-20,47
2021-06-21,121
2021-06-22,333
2021-06-23,129
2021-06-24,118
2021-06-25,434
2021-06-26,9
2021-06-27,58
2021-06-28,280
2021-06-29,447
2021-06-30,350
2021-07-01,320
2021-07-02,423
2021-07-03,12
2021-07-04,19
2021-07-05,220
2021-07-06,241
2021-07-07,143
2021-07-08,88
2021-07-09,291
2021-07-10,19
2021-07-11,17
2021-07-12,294
2021-07-13,156
2021-07-14,373
2021-07-15,75
2021-07-16,193
2021-07-17,11
2021-07-18,12
2021-07-19,248
2021-07-20,62
2021-07-21,302
2021-07-22,90
2021-07-23,994
2021-07-24,13
2021-07-25,18
2021-07-26,329
2021-07-27,93
2021-07-28,236
2021-07-29,93
2021-07-30,160
2021-07-31,7
2021-08-01,11
2021-08-02,348
2021-08-03,198
2021-08-04,237
2021-08-05,119
2021-08-06,160
2021-08-07,13
2021-08-08,14
2021-08-09,104
2021-08-10,272
2021-08-11,104
2021-08-12,96
2021-08-13,256
2021-08-14,14
2021-08-15,70
2021-08-16,149
2021-08-17,198
2021-08-18,250
2021-08-19,268
2021-08-20,136
2021-08-21,12
2021-08-22,17
2021-08-23,465
2021-08-24,114
2021-08-25,476
2021-08-26,99
2021-08-27,757
2021-08-28,18
2021-08-29,34
2021-08-30,622
2021-08-31,259
2021-09-01,512
2021-09-02,320
2021-09-03,156
2021-09-04,17
2021-09-05,44
2021-09-06,561
2021-09-07,103
2021-09-08,659
2021-09-09,315
2021-09-10,143
2021-09-11,17
2021-09-12,34
2021-09-13,437
2021-09-14,289
2021-09-15,403
2021-09-16,324
2021-09-17,280
2021-09-18,17
2021-09-19,49
2021-09-20,214
2021-09-21,479
2021-09-22,350
2021-09-23,347
2021-09-24,238
2021-09-25,14
2021-09-26,28
2021-09-27,253
2021-09-28,386
2021-09-29,237
2021-09-30,395
2021-10-01,222
2021-10-02,20
2021-10-03,52
2021-10-04,490
2021-10-05,354
2021-10-06,547
2021-10-07,203
2021-10-08,442
2021-10-09,9
2021-10-10,25
2021-10-11,440
2021-10-12,308
2021-10-13,394
2021-10-14,166
2021-10-15,409
2021-10-16,30
2021-10-17,41
2021-10-18,410
2021-10-19,400
2021-10-20,453
2021-10-21,410
2021-10-22,187
2021-10-23,16
2021-10-24,46
2021-10-25,464
2021-10-26,246
2021-10-27,503
2021-10-28,282
2021-10-29,188
2021-10-30,16
2021-10-31,17
2021-11-01,122
2021-11-02,561
2021-11-03,432
2021-11-04,355
2021-11-05,451
2021-11-06,18
2021-11-07,49
2021-11-08,462
2021-11-09,257
2021-11-10,453
2021-11-11,125
2021-11-12,630
2021-11-13,22
2021-11-14,30
2021-11-15,411
2021-11-16,328
2021-11-17,506
2021-11-18,475
2021-11-19,198
2021-11-20,22
2021-11-21,137
2021-11-22,819
2021-11-23,737
2021-11-24,983
2021-11-25,473
2021-11-26,676
2021-11-27,26
2021-11-28,49
2021-11-29,993
2021-11-30,730
2021-12-01,1276
2021-12-02,774
2021-12-03,723
2021-12-04,27
2021-12-05,54
2021-12-06,1198
2021-12-07,545
2021-12-08,177
2021-12-09,538
2021-12-10,476
2021-12-11,54
2021-12-12,116
2021-12-13,1178
2021-12-14,407
2021-12-15,837
2021-12-16,579
2021-12-17,177
2021-12-18,856
2021-12-19,101
2021-12-20,570
2021-12-21,817
2021-12-22,379
2021-12-23,309
2021-12-24,46
2021-12-25,35
2021-12-26,75
2021-12-27,437
2021-12-28,690
2021-12-29,544
2021-12-30,413
2021-12-31,32
2022-01-01,13
2022-01-02,91
2022-01-03,429
2022-01-04,418
2022-01-05,444
2022-01-06,126
2022-01-07,455
2022-01-08,61
2022-01-09,162
2022-01-10,440
2022-01-11,253
2022-01-12,510
2022-01-13,377
2022-01-14,321
2022-01-15,42
2022-01-16,112
2022-01-17,357
2022-01-18,227
2022-01-19,468
2022-01-20,306
2022-01-21,273
2022-01-22,41
2022-01-23,122
2022-01-24,531
2022-01-25,432
2022-01-26,373
2022-01-27,321
2022-01-28,295
2022-01-29,34
2022-01-30,89
2022-01-31,230
2022-02-01,411
2022-02-02,401
2022-02-03,541
2022-02-04,519
2022-02-05,20
2022-02-06,105
2022-02-07,468
2022-02-08,318
2022-02-09,412
2022-02-10,357
2022-02-11,217
2022-02-12,25
2022-02-13,58
2022-02-14,409
2022-02-15,108
2022-02-16,498
2022-02-17,287
2022-02-18,130
2022-02-19,22
2022-02-20,37
2022-02-21,483
2022-02-22,175
2022-02-23,376
2022-02-24,165
2022-02-25,277
2022-02-26,20
2022-02-27,31
2022-02-28,228
2022-03-01,277
2022-03-02,369
2022-03-03,285
2022-03-04,232
2022-03-05,24
2022-03-06,40
2022-03-07,207
2022-03-08,450
2022-03-09,405
2022-03-10,293
2022-03-11,309
2022-03-12,24
2022-03-13,37
2022-03-14,327
2022-03-15,369
2022-03-16,349
2022-03-17,273
2022-03-18,276
2022-03-19,23
2022-03-20,57
2022-03-21,272
2022-03-22,295
2022-03-23,362
2022-03-24,172
2022-03-25,363
2022-03-26,12
2022-03-27,51
2022-03-28,352
2022-03-29,409
2022-03-30,422
2022-03-31,227
2022-04-01,344
2022-04-02,28
